00000001    0046B238    N/A N/A N/A
00000002    0014C320    N/A N/A N/A
00000003    00122A10    N/A N/A N/A
00000004    000B8EA4    0003    006A8FAF    AlpcGetHeaderSize
000004C9    0039AD30    04C8    006B01B9    NtClose
000004CA    00023B0C    04C9    006B01C1    NtCommitComplete
000004CB    00023B14    04CA    006B01D2    NtCommitEnlistment
000004CC    00023B1C    04CB    006B01E5    NtCommitTransaction
000004CD    0043C4B4    04CC    006B01F9    NtConnectPort
000004CE    00023B24    04CD    006B0207    NtCreateEnlistment
000004CF    003C91DC    04CE    006B021A    NtCreateEvent
000004D0    00458ED8    04CF    006B0228    NtCreateFile
000004D1    00023B2C    04D0    006B0235    NtCreateResourceManager
000004D2    003C7AE0    04D1    006B024D    NtCreateSection
000004D3    00023B34    04D2    006B025D    NtCreateTransaction
000004D4    00023B3C    04D3    006B0271    NtCreateTransactionManager
000004D5    00405F70    04D4    006B028C    NtDeleteAtom
000004D6    004E3510    04D5    006B0299    NtDeleteFile
000004D7    0046B97C    04D6    006B02A6    NtDeviceIoControlFile
000004D8    003FEA64    04D7    006B02BC    NtDuplicateObject
000004D9    0061A790    04D8    006B02CE    NtDuplicateToken
000004DA    00023B44    04D9    006B02DF    NtEnumerateTransactionObject
000004DB    00404560    04DA    006B02FC    NtFindAtom
000004DC    0006EC20    04DB    006B0307    NtFreeVirtualMemory
000004DD    00023B4C    04DC    006B031B    NtFreezeTransactions
000004DE    00393C3C    04DD    006B0330    NtFsControlFile
000004DF    00643D68    04DE    006B0340    NtGetEnvironmentVariableEx
000004E0    00023B54    04DF    006B035B    NtGetNotificationResourceManager
000004E1    002E2D00    04E0    006B037C    NtGlobalFlag
000004E2    00458644    04E1    006B0389    NtLockFile
000004E3    004E03C8    04E2    006B0394    NtMakePermanentObject
000004E4    0046B9D8    04E3    006B03AA    NtMapViewOfSection
000004E5    00481FE8    04E4    006B03BD    NtNotifyChangeDirectoryFile
000004E6    00023B5C    04E5    006B03D9    NtOpenEnlistment
000004E7    00458E78    04E6    006B03EA    NtOpenFile
000004E8    004557F8    04E7    006B03F5    NtOpenProcess
000004E9    003C6214    04E8    006B0403    NtOpenProcessToken
000004EA    003C6220    04E9    006B0416    NtOpenProcessTokenEx
000004EB    00023B64    04EA    006B042B    NtOpenResourceManager
000004EC    00480258    04EB    006B0441    NtOpenThread
000004ED    003C676C    04EC    006B044E    NtOpenThreadToken
000004EE    003C6790    04ED    006B0460    NtOpenThreadTokenEx
000004EF    00023B6C    04EE    006B0474    NtOpenTransaction
000004F0    00023B74    04EF    006B0486    NtOpenTransactionManager
000004F1    00023B7C    04F0    006B049F    NtPrePrepareComplete
000004F2    00023B84    04F1    006B04B4    NtPrePrepareEnlistment
000004F3    00023B8C    04F2    006B04CB    NtPrepareComplete
000004F4    00023B94    04F3    006B04DD    NtPrepareEnlistment
000004F5    00023B9C    04F4    006B04F1    NtPropagationComplete
000004F6    00023BA4    04F5    006B0507    NtPropagationFailed
000004F7    0046C950    04F6    006B051B    NtQueryDirectoryFile
000004F8    0047C898    04F7    006B0530    NtQueryEaFile
000004F9    00644894    04F8    006B053E    NtQueryEnvironmentVariableInfoEx
000004FA    00401D9C    04F9    006B055F    NtQueryInformationAtom
000004FB    00023BAC    04FA    006B0576    NtQueryInformationEnlistment
000004FC    0039C6E0    04FB    006B0593    NtQueryInformationFile
000004FD    006063D8    04FC    006B05AA    NtQueryInformationProcess
000004FE    00023BB4    04FD    006B05C4    NtQueryInformationResourceManager
000004FF    00392A20    04FE    006B05E6    NtQueryInformationThread
00000500    00441FC0    04FF    006B05FF    NtQueryInformationToken
00000501    00023BBC    0500    006B0617    NtQueryInformationTransaction
00000502    00023BC4    0501    006B0635    NtQueryInformationTransactionManager
00000503    005CBBC0    0502    006B065A    NtQueryQuotaInformationFile
00000504    004452B8    0503    006B0676    NtQuerySecurityAttributesToken
00000505    004087F8    0504    006B0695    NtQuerySecurityObject
00000506    00398ADC    0505    006B06AB    NtQuerySystemInformation
00000507    00483D90    0506    006B06C4    NtQuerySystemInformationEx
00000508    00391D98    0507    006B06DF    NtQueryVolumeInformationFile
00000509    0039BDD0    0508    006B06FC    NtReadFile
0000050A    00023BCC    0509    006B0707    NtReadOnlyEnlistment
0000050B    00023BD4    050A    006B071C    NtRecoverEnlistment
0000050C    00023BDC    050B    006B0730    NtRecoverResourceManager
0000050D    00023BE4    050C    006B0749    NtRecoverTransactionManager
0000050E    0047E78C    050D    006B0765    NtRequestPort
0000050F    00476B40    050E    006B0773    NtRequestWaitReplyPort
00000510    00023BEC    050F    006B078A    NtRollbackComplete
00000511    00023BF4    0510    006B079D    NtRollbackEnlistment
00000512    00023BFC    0511    006B07B2    NtRollbackTransaction
00000513    004E2B30    0512    006B07C8    NtSetCachedSigningLevel
00000514    005CB430    0513    006B07E0    NtSetEaFile
00000515    003CE6D0    0514    006B07EC    NtSetEvent
00000516    00023C04    0515    006B07F7    NtSetInformationEnlistment
00000517    001D2E08    0516    006B0812    NtSetInformationFile
00000518    00608AC8    0517    006B0827    NtSetInformationProcess
00000519    00023C0C    0518    006B083F    NtSetInformationResourceManager
0000051A    0039F0A8    0519    006B085F    NtSetInformationThread
0000051B    00473E18    051A    006B0876    NtSetInformationToken
0000051C    00023C14    051B    006B088C    NtSetInformationTransaction
0000051D    004391CC    051C    006B08A8    NtSetInformationVirtualMemory
0000051E    005CC484    051D    006B08C6    NtSetQuotaInformationFile
0000051F    004083F0    051E    006B08E0    NtSetSecurityObject
00000520    004A7CC4    051F    006B08F4    NtSetVolumeInformationFile
00000521    0063CD18    0520    006B090F    NtShutdownSystem
00000522    00023C1C    0521    006B0920    NtThawTransactions
00000523    004A2DC4    0522    006B0933    NtTraceControl
00000524    002362A4    0523    006B0942    NtTraceEvent
00000525    00486490    0524    006B094F    NtUnlockFile
00000526    00513C24    0525    006B095C    NtVdmControl
00000527    003AA660    0526    006B0969    NtWaitForSingleObject
00000528    003C3C84    0527    006B097F    NtWriteFile
00000529    004DC8B8    0528    006B098B    ObAssignSecurity
0000052A    004CDC64    0529    006B099C    ObCheckCreateObjectAccess
0000052B    0046442C    052A    006B09B6    ObCheckObjectAccess
0000052C    003977C8    052B    006B09CA    ObCloseHandle
0000052D    003C8A80    052C    006B09D8    ObCreateObject
0000052E    004F67DC    052D    006B09E7    ObCreateObjectType
0000052F    003C4DA8    052E    006B09FA    ObDeleteCapturedInsertInfo
00000530    000F948C    052F    006B0A15    ObDereferenceObject
00000531    00032D9C    0530    006B0A29    ObDereferenceObjectDeferDelete
00000532    00032DA8    0531    006B0A48    ObDereferenceObjectDeferDeleteWithTag
00000533    003D8804    0532    006B0A6E    ObDereferenceSecurityDescriptor
00000534    003FEC14    0533    006B0A8E    ObDuplicateObject
00000535    0046F9E8    0534    006B0AA0    ObFindHandleForObject
00000536    005F831C    0535    006B0AB6    ObGetFilterVersion
00000537    00492584    0536    006B0AC9    ObGetObjectSecurity
00000538    0048A6A4    0537    006B0ADD    ObGetObjectType
00000539    003C7AB8    0538    006B0AED    ObInsertObject
0000053A    00509C8C    0539    006B0AFC    ObIsDosDeviceLocallyMapped
0000053B    000D3394    053A    006B0B17    ObIsKernelHandle
0000053C    003CC8E8    053B    006B0B28    ObLogSecurityDescriptor
0000053D    004AB3A4    053C    006B0B40    ObMakeTemporaryObject
0000053E    003A1700    053D    006B0B56    ObOpenObjectByName
0000053F    003C7314    053E    006B0B69    ObOpenObjectByPointer
00000540    005F6E28    053F    006B0B7F    ObOpenObjectByPointerWithTag
00000541    00481FC0    0540    006B0B9C    ObQueryNameInfo
00000542    003950C0    0541    006B0BAC    ObQueryNameString
00000543    00482D1C    0542    006B0BBE    ObQueryObjectAuditingByHandle
00000544    003AA7C0    0543    006B0BDC    ObReferenceObjectByHandle
00000545    003AA7F0    0544    006B0BF6    ObReferenceObjectByHandleWithTag
00000546    003D7D80    0545    006B0C17    ObReferenceObjectByName
00000547    000B78F8    0546    006B0C2F    ObReferenceObjectByPointer
00000548    0008AE2C    0547    006B0C4A    ObReferenceObjectByPointerWithTag
00000549    0009DDD4    0548    006B0C6C    ObReferenceObjectSafe
0000054A    00046ABC    0549    006B0C82    ObReferenceObjectSafeWithTag
0000054B    00475BB8    054A    006B0C9F    ObReferenceSecurityDescriptor
0000054C    00511EC0    054B    006B0CBD    ObRegisterCallbacks
0000054D    003D87DC    054C    006B0CD1    ObReleaseObjectSecurity
0000054E    0047B124    054D    006B0CE9    ObSetHandleAttributes
0000054F    003D8068    054E    006B0CFF    ObSetSecurityDescriptorInfo
00000550    00408728    054F    006B0D1B    ObSetSecurityObjectByPointer
00000551    005F8324    0550    006B0D38    ObUnRegisterCallbacks
00000552    003AC7B0    0551    006B0D4E    ObWaitForMultipleObjects
00000553    004CAF14    0552    006B0D67    ObWaitForSingleObject
00000554    00042F70    0553    006B0D7D    ObfDereferenceObject
00000555    00045120    0554    006B0D92    ObfDereferenceObjectWithTag
00000556    00042EC0    0555    006B0DAE    ObfReferenceObject
00000557    00042F00    0556    006B0DC1    ObfReferenceObjectWithTag
00000558    002ED000    0557    006B0DDB    POGOBuffer
00000559    0047BB7C    0558    006B0DE6    PcwAddInstance
0000055A    004E30FC    0559    006B0DF5    PcwCloseInstance
0000055B    00507FDC    055A    006B0E06    PcwCreateInstance
0000055C    00505740    055B    006B0E18    PcwRegister
0000055D    00646CF0    055C    006B0E24    PcwUnregister
0000055E    000A4370    055D    006B0E32    PfFileInfoNotify
0000055F    00613AD4    055E    006B0E43    PfxFindPrefix
00000560    00613BA0    055F    006B0E51    PfxInitialize
00000561    00613BAC    0560    006B0E5F    PfxInsertPrefix
00000562    00613CC0    0561    006B0E6F    PfxRemovePrefix
00000563    00123EE4    0562    006B0E7F    PoCallDriver
00000564    00149EBC    0563    006B0E8C    PoCancelDeviceNotify
00000565    001128E8    0564    006B0EA1    PoClearPowerRequest
00000566    00431814    0565    006B0EB5    PoCreatePowerRequest
00000567    00486ADC    0566    006B0ECA    PoDeletePowerRequest
00000568    004E3A20    0567    006B0EDF    PoDisableSleepStates
00000569    00202E4C    0568    006B0EF4    PoEndDeviceBusy
0000056A    000B6840    0569    006B0F04    PoFxActivateComponent
0000056B    0013B554    056A    006B0F1A    PoFxCompleteDevicePowerNotRequired
0000056C    00112E0C    056B    006B0F3D    PoFxCompleteIdleCondition
0000056D    00202F04    056C    006B0F57    PoFxCompleteIdleState
0000056E    000B6690    056D    006B0F6D    PoFxIdleComponent
0000056F    0011A088    056E    006B0F7F    PoFxNotifySurprisePowerOn
00000570    00202F94    056F    006B0F99    PoFxPowerControl
00000571    00203054    0570    006B0FAA    PoFxPowerOnCrashdumpDevice
00000572    0013A0D4    0571    006B0FC5    PoFxProcessorNotification
00000573    004FFB58    0572    006B0FDF    PoFxRegisterCoreDevice
00000574    004CCBC0    0573    006B0FF6    PoFxRegisterCrashdumpDevice
00000575    004FFC70    0574    006B1012    PoFxRegisterDevice
00000576    005FD4D4    0575    006B1025    PoFxRegisterPlugin
00000577    002030B4    0576    006B1038    PoFxRegisterPluginEx
00000578    005FD4E0    0577    006B104D    PoFxRegisterPrimaryDevice
00000579    0011DA78    0578    006B1067    PoFxReportDevicePoweredOn
0000057A    0013CBD4    0579    006B1081    PoFxSetComponentLatency
0000057B    0013CC90    057A    006B1099    PoFxSetComponentResidency
0000057C    002030C0    057B    006B10B3    PoFxSetComponentWake
0000057D    00138BC4    057C    006B10C8    PoFxSetDeviceIdleTimeout
0000057E    00136EF4    057D    006B10E1    PoFxStartDevicePowerManagement
0000057F    005FD5E8    057E    006B1100    PoFxUnregisterDevice
00000580    00205288    057F    006B1115    PoGetProcessorIdleAccounting
00000581    00202D78    0580    006B1132    PoGetSystemWake
00000582    002052B4    0581    006B1142    PoInitiateProcessorWake
00000583    0020732C    0582    006B115A    PoLatencySensitivityHint
00000584    000B97C8    0583    006B1173    PoNotifyVSyncChange
00000585    0011A340    0584    006B1187    PoQueryWatchdogTime
00000586    005FE390    0585    006B119B    PoQueueShutdownWorkItem
00000587    005FD10C    0586    006B11B3    PoReenableSleepStates
00000588    004E6A88    0587    006B11C9    PoRegisterCoalescingCallback
00000589    000B65C8    0588    006B11E6    PoRegisterDeviceForIdleDetection
0000058A    00149EBC    0589    006B1207    PoRegisterDeviceNotify
0000058B    004B89B8    058A    006B121E    PoRegisterPowerSettingCallback
0000058C    00207B3C    058B    006B123D    PoRegisterSystemState
0000058D    0011E604    058C    006B1253    PoRequestPowerIrp
0000058E    004FB420    058D    006B1265    PoRequestShutdownEvent
0000058F    00202E54    058E    006B127C    PoSetDeviceBusyEx
00000590    00377488    058F    006B128E    PoSetFixedWakeSource
00000591    00113DC4    0590    006B12A3    PoSetHiberRange
00000592    000B856C    0591    006B12B3    PoSetPowerRequest
00000593    000F9A08    0592    006B12C5    PoSetPowerState
00000594    00207C0C    0593    006B12D5    PoSetSystemState
00000595    00202D9C    0594    006B12E6    PoSetSystemWake
00000596    000FD704    0595    006B12F6    PoSetUserPresent
00000597    005FF1C4    0596    006B1307    PoShutdownBugCheck
00000598    00202E5C    0597    006B131A    PoStartDeviceBusy
00000599    0008FD80    0598    006B132C    PoStartNextPowerIrp
0000059A    005FE4A4    0599    006B1340    PoUnregisterCoalescingCallback
0000059B    004AA538    059A    006B135F    PoUnregisterPowerSettingCallback
0000059C    00207C18    059B    006B1380    PoUnregisterSystemState
0000059D    004C9468    059C    006B1398    PoUserShutdownCancelled
0000059E    004C7D6C    059D    006B13B0    PoUserShutdownInitiated
0000059F    004750D8    059E    006B13C8    ProbeForRead
000005A0    003CDEC0    059F    006B13D5    ProbeForWrite
000005A1    00478290    05A0    006B13E3    PsAcquireProcessExitSynchronization
000005A2    004FAC18    05A1    006B1407    PsAssignImpersonationToken
000005A3    000D4850    05A2    006B1422    PsChargePoolQuota
000005A4    0006D78C    05A3    006B1434    PsChargeProcessNonPagedPoolQuota
000005A5    0040A280    05A4    006B1455    PsChargeProcessPagedPoolQuota
000005A6    00033628    05A5    006B1473    PsChargeProcessPoolQuota
000005A7    00492CB8    05A6    006B148C    PsChargeProcessWakeCounter
000005A8    00427B74    05A7    006B14A7    PsCreateSystemThread
000005A9    00427BB4    05A8    006B14BC    PsCreateSystemThreadEx
000005AA    0048A294    05A9    006B14D3    PsDereferenceImpersonationToken
000005AB    004C55BC    05AA    006B14F3    PsDereferenceKernelStack
000005AC    00480D88    05AB    006B150C    PsDereferencePrimaryToken
000005AD    003ECCEC    05AC    006B1526    PsDisableImpersonation
000005AE    000361C0    05AD    006B153D    PsEnterPriorityRegion
000005AF    004E6A3C    05AE    006B1553    PsEstablishWin32Callouts
000005B0    0060D5A8    05AF    006B156C    PsGetContextThread
000005B1    00042C80    05B0    006B157F    PsGetCurrentProcess
000005B2    0009F0EC    05B1    006B1593    PsGetCurrentProcessId
000005B3    000ACE9C    05B2    006B15A9    PsGetCurrentProcessSessionId
000005B4    000E0FA0    05B3    006B15C6    PsGetCurrentProcessWin32Process
000005B5    000E9E1C    05B4    006B15E6    PsGetCurrentProcessWow64Process
000005B6    00044B10    05B5    006B1606    PsGetCurrentThread
000005B7    000EE11C    05B6    006B1619    PsGetCurrentThreadId
000005B8    000D0E80    05B7    006B162E    PsGetCurrentThreadPreviousMode
000005B9    000FC338    05B8    006B164D    PsGetCurrentThreadProcess
000005BA    0009F0EC    05B9    006B1667    PsGetCurrentThreadProcessId
000005BB    0020E36C    05BA    006B1683    PsGetCurrentThreadStackBase
000005BC    0020E37C    05BB    006B169F    PsGetCurrentThreadStackLimit
000005BD    000BA8AC    05BC    006B16BC    PsGetCurrentThreadTeb
000005BE    000DDB80    05BD    006B16D2    PsGetCurrentThreadWin32Thread
000005BF    000DDB50    05BE    006B16F0    PsGetCurrentThreadWin32ThreadAndEnterCriticalRegion
000005C0    000FE314    05BF    006B1724    PsGetJobLock
000005C1    0020E38C    05C0    006B1731    PsGetJobSessionId
000005C2    000FD214    05C1    006B1743    PsGetJobUIRestrictionsClass
000005C3    0020E394    05C2    006B175F    PsGetProcessCommonJob
000005C4    000F7B24    05C3    006B1775    PsGetProcessCreateTimeQuadPart
000005C5    000FCDF8    05C4    006B1794    PsGetProcessDebugPort
000005C6    00495CA8    05C5    006B17AA    PsGetProcessExitProcessCalled
000005C7    00605A40    05C6    006B17C8    PsGetProcessExitStatus
000005C8    00477BC0    05C7    006B17DF    PsGetProcessExitTime
000005C9    000B8584    05C8    006B17F4    PsGetProcessId
000005CA    000F6F00    05C9    006B1803    PsGetProcessImageFileName
000005CB    000FC80C    05CA    006B181D    PsGetProcessInheritedFromUniqueProcessId
000005CC    000EFE48    05CB    006B1846    PsGetProcessJob
000005CD    000F4310    05CC    006B1856    PsGetProcessPeb
000005CE    0020E3CC    05CD    006B1866    PsGetProcessPriorityClass
000005CF    000EF9A4    05CE    006B1880    PsGetProcessProtection
000005D0    000FCA20    05CF    006B1897    PsGetProcessSectionBaseAddress
000005D1    004881FC    05D0    006B18B6    PsGetProcessSecurityPort
000005D2    000AD108    05D1    006B18CF    PsGetProcessSessionId
000005D3    000A7FA8    05D2    006B18E5    PsGetProcessSessionIdEx
000005D4    0020E3DC    05D3    006B18FD    PsGetProcessSignatureLevel
000005D5    000EE748    05D4    006B1918    PsGetProcessWin32Process
000005D6    000F3890    05D5    006B1931    PsGetProcessWin32WindowStation
000005D7    000EF594    05D6    006B1950    PsGetProcessWow64Process
000005D8    00605A48    05D7    006B1969    PsGetThreadExitStatus
000005D9    0011320C    05D8    006B197F    PsGetThreadFreezeCount
000005DA    0013B4F4    05D9    006B1996    PsGetThreadHardErrorsAreDisabled
000005DB    000EDE88    05DA    006B19B7    PsGetThreadId
000005DC    000EC59C    05DB    006B19C5    PsGetThreadProcess
000005DD    000F19E0    05DC    006B19D8    PsGetThreadProcessId
000005DE    00404E48    05DD    006B19ED    PsGetThreadSessionId
000005DF    000EEDD8    05DE    006B1A02    PsGetThreadTeb
000005E0    000F10D8    05DF    006B1A11    PsGetThreadWin32Thread
000005E1    00112AC8    05E0    006B1A28    PsGetVersion
000005E2    0039FE30    05E1    006B1A35    PsImpersonateClient
000005E3    0035C028    05E2    006B1A49    PsInitialSystemProcess
000005E4    000C13A4    05E3    006B1A60    PsIsCurrentThreadPrefetching
000005E5    00137B64    05E4    006B1A7D    PsIsDiskCountersEnabled
000005E6    00605AB4    05E5    006B1A95    PsIsProcessBeingDebugged
000005E7    000EF994    05E6    006B1AAE    PsIsProtectedProcess
000005E8    000EF980    05E7    006B1AC3    PsIsProtectedProcessLight
000005E9    000A7FC8    05E8    006B1ADD    PsIsSystemProcess
000005EA    000EF9AC    05E9    006B1AEF    PsIsSystemThread
000005EB    004DF0B0    05EA    006B1B00    PsIsThreadImpersonating
000005EC    000EBFD4    05EB    006B1B18    PsIsThreadTerminating
000005ED    0035C300    05EC    006B1B2E    PsJobType
000005EE    000374D0    05ED    006B1B38    PsLeavePriorityRegion
000005EF    00397728    05EE    006B1B4E    PsLookupProcessByProcessId
000005F0    004B3F10    05EF    006B1B69    PsLookupProcessThreadByCid
000005F1    0039746C    05F0    006B1B84    PsLookupThreadByThreadId
000005F2    0035C020    05F1    006B1B9D    PsProcessType
000005F3    003F69AC    05F2    006B1BAB    PsQueryProcessAttributesByToken
000005F4    00605AC0    05F3    006B1BCB    PsQueryProcessExceptionFlags
000005F5    004665E0    05F4    006B1BE8    PsQueryTotalCycleTimeProcess
000005F6    0046C290    05F5    006B1C05    PsReferenceImpersonationToken
000005F7    004C5A38    05F6    006B1C23    PsReferenceKernelStack
000005F8    003A1604    05F7    006B1C3A    PsReferencePrimaryToken
000005F9    00407EC0    05F8    006B1C52    PsReferenceProcessFilePointer
000005FA    0047A660    05F9    006B1C70    PsReleaseProcessExitSynchronization
000005FB    00605CE8    05FA    006B1C94    PsReleaseProcessWakeCounter
000005FC    0060D5D0    05FB    006B1CB0    PsRemoveCreateThreadNotifyRoutine
000005FD    0060D724    05FC    006B1CD2    PsRemoveLoadImageNotifyRoutine
000005FE    0060C41C    05FD    006B1CF1    PsRestoreImpersonation
000005FF    0046BE80    05FE    006B1D08    PsResumeProcess
00000600    000DD384    05FF    006B1D18    PsReturnPoolQuota
00000601    0006D264    0600    006B1D2A    PsReturnProcessNonPagedPoolQuota
00000602    0006DF00    0601    006B1D4B    PsReturnProcessPagedPoolQuota
00000603    0050FC44    0602    006B1D69    PsRevertThreadToSelf
00000604    0060C5FC    0603    006B1D7E    PsRevertToSelf
00000605    004977D4    0604    006B1D8D    PsSetContextThread
00000606    004E6A80    0605    006B1DA0    PsSetCreateProcessNotifyRoutine
00000607    004E6A78    0606    006B1DC0    PsSetCreateProcessNotifyRoutineEx
00000608    005137D8    0607    006B1DE2    PsSetCreateThreadNotifyRoutine
00000609    003959C4    0608    006B1E01    PsSetCurrentThreadPrefetching
0000060A    0060CED0    0609    006B1E1F    PsSetLegoNotifyRoutine
0000060B    0060D878    060A    006B1E36    PsSetLoadImageNotifyRoutine
0000060C    003904F8    060B    006B1E52    PsSetProcessPriorityByClass
0000060D    0020E3D4    060C    006B1E6E    PsSetProcessPriorityClass
0000060E    00605D3C    060D    006B1E88    PsSetProcessSecurityPort
0000060F    00480D90    060E    006B1EA1    PsSetProcessWin32Process
00000610    00494264    060F    006B1EBA    PsSetProcessWindowStation
00000611    0013B124    0610    006B1ED4    PsSetThreadHardErrorsAreDisabled
00000612    0048A684    0611    006B1EF5    PsSetThreadWin32Thread
00000613    0060DC40    0612    006B1F0C    PsSuspendProcess
00000614    004946F8    0613    006B1F1D    PsTerminateSystemThread
00000615    0035C048    0614    006B1F35    PsThreadType
00000616    006B7318    0615    006B1F42    PsUILanguageComitted
00000617    000EFE50    0616    006B1F57    PsUpdateDiskCounters
00000618    0020E78C    0617    006B1F6C    PsWrapApcWow64Thread
00000619    0048A8E8    0618    006B1F81    RtlAbsoluteToSelfRelativeSD
0000061A    003DBC10    0619    006B1F9D    RtlAddAccessAllowedAce
0000061B    004F4B7C    061A    006B1FB4    RtlAddAccessAllowedAceEx
0000061C    003DBC30    061B    006B1FCD    RtlAddAce
0000061D    00494CA4    061C    006B1FD7    RtlAddAtomToAtomTable
0000061E    000ACCB0    061D    006B1FED    RtlAddAtomToAtomTableEx
0000061F    004F3098    061E    006B2005    RtlAddRange
00000620    00613F14    061F    006B2011    RtlAddResourceAttributeAce
00000621    000E626C    0620    006B202C    RtlAllocateHeap
00000622    0042C030    0621    006B203C    RtlAnsiCharToUnicodeChar
00000623    006123FC    0622    006B2055    RtlAnsiStringToUnicodeSize
00000624    0042BF4C    0623    006B2070    RtlAnsiStringToUnicodeString
00000625    00612444    0624    006B208D    RtlAppendAsciizToString
00000626    004941B8    0625    006B20A5    RtlAppendStringToString
00000627    000B5BEC    0626    006B20BD    RtlAppendUnicodeStringToString
00000628    000D1304    0627    006B20DC    RtlAppendUnicodeToString
00000629    00473C7C    0628    006B20F5    RtlAreAllAccessesGranted
0000062A    00497640    0629    006B210E    RtlAreAnyAccessesGranted
0000062B    000A152C    062A    006B2127    RtlAreBitsClear
0000062C    000F191C    062B    006B2137    RtlAreBitsSet
0000062D    002121B8    062C    006B2145    RtlAssert
0000062E    000C17BC    062D    006B214F    RtlAvlInsertNodeEx
0000062F    0006CDA0    062E    006B2162    RtlAvlRemoveNode
00000630    00155030    062F    006B2173    RtlCaptureContext
00000631    00077F10    0630    006B2185    RtlCaptureStackBackTrace
00000632    004FAB60    0631    006B219E    RtlCharToInteger
00000633    00112AFC    0632    006B21AF    RtlCheckPortableOperatingSystem
00000634    004C3910    0633    006B21CF    RtlCheckRegistryKey
00000635    00210684    0634    006B21E3    RtlCheckTokenCapability
00000636    000BBE60    0635    006B21FB    RtlCheckTokenMembership
00000637    000BBE6C    0636    006B2213    RtlCheckTokenMembershipEx
00000638    0009FEF0    0637    006B222D    RtlClearAllBits
00000639    000F5854    0638    006B223D    RtlClearBit
0000063A    00070164    0639    006B2249    RtlClearBits
0000063B    00122DAC    063A    006B2256    RtlCmDecodeMemIoResource
0000063C    00131910    063B    006B226F    RtlCmEncodeMemIoResource
0000063D    000F905C    063C    006B2288    RtlCompareAltitudes
0000063E    00155570    063D    006B229C    RtlCompareMemory
0000063F    001555F0    063E    006B22AD    RtlCompareMemoryUlong
00000640    0046D100    063F    006B22C3    RtlCompareString
00000641    004677FC    0640    006B22D4    RtlCompareUnicodeString
00000642    00449144    0641    006B22EC    RtlCompareUnicodeStrings
00000643    000D40B0    0642    006B2305    RtlCompressBuffer
00000644    0061631C    0643    006B2317    RtlCompressChunks
00000645    000EB97C    0644    006B2329    RtlComputeCrc32
00000646    000E51F4    0645    006B2339    RtlContractHashTable
00000647    0042D5C8    0646    006B234E    RtlConvertSidToUnicodeString
00000648    0021118C    0647    006B236B    RtlCopyBitMap
00000649    0048A740    0648    006B2379    RtlCopyLuid
0000064A    006151E0    0649    006B2385    RtlCopyLuidAndAttributesArray
0000064B    0015AA80    064A    006B23A3    RtlCopyMemory
0000064C    00155620    064B    006B23B1    RtlCopyMemoryNonTemporal
0000064D    004F39F4    064C    006B23CA    RtlCopyRangeList
0000064E    00445970    064D    006B23DB    RtlCopySid
0000064F    004451F0    064E    006B23E6    RtlCopySidAndAttributesArray
00000650    0020EE7C    064F    006B2403    RtlCopyString
00000651    000330A0    0650    006B2411    RtlCopyUnicodeString
00000652    00212418    0651    006B2426    RtlCrc32
00000653    0010A6E8    0652    006B242F    RtlCrc64
00000654    004A0A0C    0653    006B2438    RtlCreateAcl
00000655    004264A4    0654    006B2445    RtlCreateAtomTable
00000656    000B75F8    0655    006B2458    RtlCreateAtomTableEx
00000657    0010B8D8    0656    006B246D    RtlCreateHashTable
00000658    0013B8F8    0657    006B2480    RtlCreateHashTableEx
00000659    004D690C    0658    006B2495    RtlCreateHeap
0000065A    0051001C    0659    006B24A3    RtlCreateRegistryKey
0000065B    003DBBE4    065A    006B24B8    RtlCreateSecurityDescriptor
0000065C    004A9834    065B    006B24D4    RtlCreateSystemVolumeInformationFolder
0000065D    0042C400    065C    006B24FB    RtlCreateUnicodeString
0000065E    00611FCC    065D    006B2512    RtlCreateUserThread
0000065F    004EBC34    065E    006B2526    RtlCultureNameToLCID
00000660    006124A4    065F    006B253B    RtlCustomCPToUnicodeN
00000661    00121250    0660    006B2551    RtlDecompressBuffer
00000662    00132DDC    0661    006B2565    RtlDecompressBufferEx
00000663    00616478    0662    006B257B    RtlDecompressChunks
00000664    000F9E08    0663    006B258F    RtlDecompressFragment
00000665    000DFDA8    0664    006B25A5    RtlDelete
00000666    004A8D04    0665    006B25AF    RtlDeleteAce
00000667    00401F20    0666    006B25BC    RtlDeleteAtomFromAtomTable
00000668    000DFBD4    0667    006B25D7    RtlDeleteElementGenericTable
00000669    000D19C8    0668    006B25F4    RtlDeleteElementGenericTableAvl
0000066A    00212574    0669    006B2614    RtlDeleteElementGenericTableAvlEx
0000066B    0012426C    066A    006B2636    RtlDeleteHashTable
0000066C    000DFB00    066B    006B2649    RtlDeleteNoSplay
0000066D    004F1608    066C    006B265A    RtlDeleteOwnersRanges
0000066E    004F1540    066D    006B2670    RtlDeleteRange
0000066F    0050C840    066E    006B267F    RtlDeleteRegistryValue
00000670    006166C0    066F    006B2696    RtlDescribeChunk
00000671    0048EFF8    0670    006B26A7    RtlDestroyAtomTable
00000672    004DBFF4    0671    006B26BB    RtlDestroyHeap
00000673    00612034    0672    006B26CA    RtlDowncaseUnicodeChar
00000674    00476E70    0673    006B26E1    RtlDowncaseUnicodeString
00000675    0042B860    0674    006B26FA    RtlDuplicateUnicodeString
00000676    00614AEC    0675    006B2714    RtlEmptyAtomTable
00000677    000F7590    0676    006B2726    RtlEndEnumerationHashTable
